,state,pct_black,hispanic,pct_free,reduced,Country1,Country2,local_exp,federal_exp,LP ID,URL,Product Name,Provider/Company Name,Sector(s),Primary Essential Function
110,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,49094.0,http://www.schooltube.com/,SchoolTube,SchoolTube,PreK-12; Higher Ed,CM - Classroom Engagement & Instruction - Classroom Management
111,2.0,0.7745966692414834,-0.2231435513142097,0.2,0.4,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,54550.0,http://www.schoolnet.com/,Schoolnet,Savvas Learning Company | Formerly Pearson K12 Learning,PreK-12,LC - Digital Learning Platforms
112,16.0,0.0,-1.6094379124341003,0.2,0.4,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,20069.0,http://www.schoology.com/,Schoology,Schoology,PreK-12,SDO - Learning Management Systems (LMS)
113,10.0,0.0,-1.6094379124341003,0.4,0.49797297297297366,-58858165002496.625,0.0,9.00401726795742,9.218814897329217,93256.0,http://www.nature.com/scitable,Scitable,"Nature America, Inc",PreK-12; Higher Ed,"LC - Sites, Resources & Reference - Digital Collection & Repository"
114,5.0,0.0,-1.6094379124341003,0.0,0.34121621621621584,-58858165002496.625,0.0,9.546812608597396,9.680344001221918,71805.0,http://scratch.mit.edu/,Scratch,MIT Media Lab,PreK-12,LC - Content Creation & Curation
115,6.0,0.0,-1.6094379124341003,0.4,0.49797297297297366,-58858165002496.625,0.0,9.00401726795742,9.218814897329217,50580.0,http://securly.com/,Securly Anywhere Filter,Securly Inc ,PreK-12,SDO - School Management Software - Mobile Device Management
116,5.0,0.0,-1.6094379124341003,0.0,0.34121621621621584,-58858165002496.625,0.0,9.392661928770137,9.546812608597396,56028.0,http://www.shmoop.com,Shmoop,"Shmoop University, Inc",PreK-12,LC - Study Tools
117,20.0,0.7745966692414834,-0.2231435513142097,0.6,0.49797297297297366,-33572868438855.062,0.005100200071153044,9.210340371976184,9.392661928770137,12803.0,http://www.slideshare.net/,SlideShare,LinkedIn,PreK-12; Higher Ed,"LC - Sites, Resources & Reference"
118,2.0,0.6324555320336759,-0.5108256237659907,0.4,0.49797297297297366,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,30593.0,http://www.socrative.com/,Socrative,Showbie Inc ,PreK-12,LC - Digital Learning Platforms
119,15.0,0.0,-1.6094379124341003,0.0,0.34121621621621584,0.0,0.01275050017788261,9.347889107988692,9.50855994973075,54827.0,http://www.soundcloud.com,SoundCloud,SoundCloud,PreK-12; Higher Ed; Corporate,"LC - Sites, Resources & Reference - Streaming Services"
120,7.0,0.0,-1.6094379124341003,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.554212212007455,9.682406981171667,85072.0,http://www.space.com/,Space.com,Purch,PreK-12; Higher Ed,"LC - Sites, Resources & Reference"
121,13.0,0.0,-1.6094379124341003,0.2,0.4,-58858165002496.625,0.0,9.554212212007455,9.682406981171667,49751.0,http://www.sparknotes.com,SparkNotes,SparkNotes,PreK-12; Higher Ed,LC - Study Tools
122,21.0,0.6324555320336759,-0.5108256237659907,0.6,0.49797297297297366,-58858165002496.625,0.0,9.546812608597396,9.680344001221918,55450.0,https://apps.apple.com/us/app/spotify-music-and-podcasts/id324684580?ign-mpt=uo%3D4,Spotify: Music and podcasts,Spotify Ltd,PreK-12; Higher Ed; Corporate,"LC - Sites, Resources & Reference - Streaming Services"
123,19.0,0.0,-1.6094379124341003,0.2,0.4,-58858165002496.625,0.0,9.00401726795742,9.218814897329217,64838.0,http://www.starfall.com/,Starfall,Starfall Education,PreK-12,"LC - Sites, Resources & Reference - Games & Simulations"
124,13.0,0.0,-1.6094379124341003,0.2,0.4,-58858165002496.625,0.0,9.554212212007455,9.682406981171667,39841.0,http://studyjams.scholastic.com,StudyJams!,Scholastic Inc,PreK-12,"LC - Sites, Resources & Reference"
125,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,58986.0,http://www.tolerance.org/,Learning for Justice,Southern Poverty Law Center,PreK-12,"LC - Sites, Resources & Reference"
126,19.0,0.0,-1.6094379124341003,0.4,0.49797297297297366,-58858165002496.625,0.0,9.00401726795742,9.218814897329217,94264.0,http://www.physicsclassroom.com/,The Physics Classroom,"Physics Classroom, LLC",PreK-12; Higher Ed,"LC - Sites, Resources & Reference"
127,7.0,0.0,-1.6094379124341003,0.23918918918918894,0.4391891891891895,-58858165002496.625,0.0,9.554212212007455,9.682406981171667,86059.0,http://thesaurus.com/,Thesaurus.com,Dictionary.com,PreK-12; Higher Ed; Corporate,"LC - Sites, Resources & Reference - Thesaurus & Dictionary"
128,13.0,0.0,-1.6094379124341003,0.4,0.49797297297297366,-58858165002496.625,0.0,9.554212212007455,9.682406981171667,78586.0,http://www.thinglink.com,ThingLink,ThingLink,PreK-12; Higher Ed; Corporate,LC - Content Creation & Curation
129,2.0,0.0,-1.6094379124341003,0.4,0.49797297297297366,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,14124.0,http://www.tumblr.com/,Tumblr,Tumblr ,PreK-12; Higher Ed,LC/CM/SDO - Other
130,6.0,0.0,-1.6094379124341003,0.4,0.49797297297297366,-58858165002496.625,0.0,9.00401726795742,9.218814897329217,73323.0,http://turnitin.com/,Turnitin,Turnitin,PreK-12; Higher Ed,CM - Teacher Resources - Grading & Attendance
131,19.0,0.0,-1.6094379124341003,0.2,0.4,-58858165002496.625,0.0,9.00401726795742,9.218814897329217,41581.0,http://www.tynker.com/,Tynker,Neuron Fuel,PreK-12,LC - Digital Learning Platforms
132,5.0,0.0,-1.6094379124341003,0.0,0.34121621621621584,-58858165002496.625,0.0,9.392661928770137,9.546812608597396,93742.0,http://www.typingclub.com,TypingClub,TypingClub,PreK-12; Higher Ed; Corporate,LC - Digital Learning Platforms
133,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,75451.0,http://www.ushmm.org/,United States Holocaust Memorial Museum,US Holocaust Museum,PreK-12; Higher Ed,"LC - Sites, Resources & Reference"
134,19.0,0.0,-1.6094379124341003,0.0,0.34121621621621584,-58858165002496.625,0.0,9.00401726795742,9.218814897329217,26753.0,http://vimeo.com/,Vimeo,Vimeo,PreK-12; Higher Ed; Corporate,LC - Content Creation & Curation
135,5.0,0.7745966692414834,-0.2231435513142097,0.6,0.49797297297297366,-58858165002496.625,0.0,9.392661928770137,9.546812608597396,14769.0,http://www.spellingcity.com/,Vocabulary Spelling City,VocabularySpellingCity,PreK-12,LC - Digital Learning Platforms
136,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,94324.0,http://www.wevideo.com/education,WeVideo for Schools,"WeVideo, Inc.",PreK-12; Higher Ed; Corporate,LC - Content Creation & Curation
137,7.0,0.0,-1.6094379124341003,0.23918918918918894,0.4391891891891895,-58858165002496.625,0.0,9.554212212007455,9.682406981171667,32050.0,https://www.webex.com/,WebEx,Cisco,PreK-12; Higher Ed; Corporate,CM - Virtual Classroom - Video Conferencing & Screen Sharing
138,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,13699.0,http://www.weebly.com,Weebly,Weebly,Corporate,"SDO - Data, Analytics & Reporting"
139,6.0,0.0,-1.6094379124341003,0.4,0.49797297297297366,-58858165002496.625,0.0,9.00401726795742,9.218814897329217,68490.0,http://commons.wikimedia.org/,Wikimedia Commons,The Wikimedia Foundation,PreK-12; Higher Ed; Corporate,"LC - Sites, Resources & Reference - Digital Collection & Repository"
140,1.0,0.8944271909999159,0.0,0.6,0.49797297297297366,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,13496.0,http://www.wikipedia.org/,Wikipedia,The Wikimedia Foundation,PreK-12; Higher Ed; Corporate,"LC - Sites, Resources & Reference - Encyclopedia"
141,22.0,0.0,-1.6094379124341003,0.0,0.34121621621621584,-58858165002496.625,0.0,9.210340371976184,9.392661928770137,25793.0,http://www.wix.com/,Wix,"Wix.com, Inc",PreK-12; Higher Ed; Corporate,"SDO - Data, Analytics & Reporting - Site Hosting & Data Warehousing"
142,2.0,0.0,-1.6094379124341003,0.0,0.34121621621621584,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,69429.0,http://wordpress.com/,WordPress,WordPress,PreK-12; Higher Ed; Corporate,"SDO - Data, Analytics & Reporting - Site Hosting & Data Warehousing"
143,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,24744.0,http://worldbookonline.com/,World Book Online,"World Book, Inc",PreK-12; Higher Ed,"LC - Sites, Resources & Reference - Encyclopedia"
144,10.0,0.0,-1.6094379124341003,0.2,0.4,-58858165002496.625,0.0,9.00401726795742,9.218814897329217,11406.0,http://www.wyzant.com,WyzAnt,WyzAnt,PreK-12,LC - Study Tools - Tutoring
145,7.0,0.0,-1.6094379124341003,0.23918918918918894,0.4391891891891895,-58858165002496.625,0.0,9.554212212007455,9.682406981171667,61384.0,http://www.xtramath.org/,XtraMath,XtraMath,PreK-12,LC - Digital Learning Platforms
146,16.0,0.0,-1.6094379124341003,0.0,0.34121621621621584,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,,,,,,
147,5.0,0.4472135954999579,-0.916290731874155,0.2,0.4,-58858165002496.625,0.0,9.554212212007455,9.682406981171667,61292.0,http://www.youtube.com,YouTube,Google LLC,PreK-12; Higher Ed; Corporate,"LC - Sites, Resources & Reference - Streaming Services"
148,19.0,0.0,-1.6094379124341003,0.0,0.34121621621621584,-58858165002496.625,0.0,9.00401726795742,9.218814897329217,93690.0,http://www.calculator.com,Calculator.com,Calculator.com,PreK-12; Higher Ed; Corporate,"LC - Sites, Resources & Reference"
149,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,61441.0,http://www.i-ready.com/,i-Ready,Curriculum Associates,PreK-12,LC - Digital Learning Platforms
150,16.0,0.0,-1.6094379124341003,0.4,0.49797297297297366,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,17182.0,http://www.icivics.org/,iCivics,iCivics Inc,PreK-12,"LC - Sites, Resources & Reference"
151,19.0,0.0,-1.6094379124341003,0.0,0.34121621621621584,-58858165002496.625,0.0,9.00401726795742,9.218814897329217,50724.0,https://www.myon.com/index.html,myON Reader,Renaissance Learning,PreK-12,LC - Digital Learning Platforms
152,6.0,0.8944271909999159,0.0,0.6,0.49797297297297366,-58858165002496.625,0.0,9.00401726795742,9.218814897329217,54794.0,https://www.ets.org/,MAPP,Educational Testing Service,PreK-12; Higher Ed; Corporate,SDO - Large-Scale & Standardized Testing
153,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,63335.0,https://www.mathgames.com/,Math Games (MathGames),TeachMe,PreK-12,"LC - Sites, Resources & Reference - Games & Simulations"
154,14.0,0.4472135954999579,-0.916290731874155,0.2,0.4,-58858165002496.625,0.0,9.00401726795742,9.218814897329217,57343.0,http://goformative.com/,Formative,Formative,PreK-12,LC - Digital Learning Platforms
155,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,40928.0,https://www.peardeck.com/,Pear Deck,Pear Deck,PreK-12,LC - Digital Learning Platforms
156,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,58235.0,http://ed.ted.com/,TedEd,TED Conferences,PreK-12; Higher Ed,"LC - Sites, Resources & Reference"
157,2.0,0.0,-1.6094379124341003,0.0,0.34121621621621584,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,32213.0,https://classroom.google.com,Google Classroom,Google LLC,PreK-12; Higher Ed; Corporate,SDO - Learning Management Systems (LMS)
158,7.0,0.4472135954999579,-0.916290731874155,0.23918918918918894,0.4391891891891895,-58858165002496.625,0.0,9.554212212007455,9.682406981171667,,,,,,
159,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,26696.0,https://www.surveymonkey.com/,SurveyMonkey,SurveyMonkey,PreK-12; Higher Ed; Corporate,CM - Classroom Engagement & Instruction - Assessment & Classroom Response
160,7.0,0.0,-1.6094379124341003,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.554212212007455,9.682406981171667,49571.0,http://www.education.com/,Education.com,Education.com,PreK-12,"LC - Sites, Resources & Reference"
161,1.0,0.4472135954999579,-0.916290731874155,0.2,0.4,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,25585.0,http://www.heinemann.com/fountasandpinnell/lli_overview.aspx,Leveled Literacy Intervention,Houghton Mifflin Harcourt,PreK-12,LC - Courseware & Textbooks
162,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,59304.0,http://www.weareteachers.com/,WeAreTeachers,WeAreTeachers,PreK-12,CM - Teacher Resources - Lesson Planning
163,19.0,0.0,-1.6094379124341003,0.2,0.4,-58858165002496.625,0.0,9.00401726795742,9.218814897329217,78662.0,https://www.teachervision.com/,TeacherVision,Sandbox Networks,PreK-12,CM - Teacher Resources - Lesson Planning
164,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,65277.0,https://www.teacherspayteachers.com/,TeachersPayTeachers,TEACHERSPAYTEACHERS,PreK-12,CM - Teacher Resources - Lesson Planning
165,2.0,0.0,-1.6094379124341003,0.0,0.34121621621621584,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,34887.0,http://www.naviance.com/,Naviance,Hobsons,PreK-12,LC - Career Planning & Job Search
166,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,91030.0,http://brainly.com/,Brainly,Brainly,PreK-12,LC - Study Tools - Q&A
167,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,78063.0,https://www.classlink.com/,ClassLink,ClassLink,PreK-12; Higher Ed,SDO - School Management Software - SSO
168,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,35237.0,http://www.sharpschool.com/,Sharp School,SharpSchool,PreK-12,"SDO - Data, Analytics & Reporting - Site Hosting & Data Warehousing"
169,5.0,0.0,-1.6094379124341003,0.4,0.49797297297297366,-58858165002496.625,0.0,9.392661928770137,9.546812608597396,37153.0,https://www.zearn.org/,Zearn,Zearn,PreK-12,LC - Digital Learning Platforms
170,1.0,0.0,-1.6094379124341003,0.0,0.34121621621621584,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,67035.0,http://www.commonlit.org/,CommonLit,CommonLit,PreK-12,LC - Digital Learning Platforms
171,16.0,0.0,-1.6094379124341003,0.0,0.34121621621621584,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,76229.0,http://www.readtheory.org/,Read Theory,Read Theory,PreK-12,LC - Digital Learning Platforms
172,2.0,0.0,-1.6094379124341003,0.0,0.34121621621621584,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,52615.0,http://mysteryscience.com/,Mystery Science,"Mystery Science, Inc",PreK-12,"LC - Sites, Resources & Reference"
173,1.0,0.0,-1.6094379124341003,0.0,0.34121621621621584,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,24120.0,http://www.edulastic.com/,Edulastic,Edulastic,PreK-12,LC - Digital Learning Platforms
174,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,,,,,,
175,2.0,0.0,-1.6094379124341003,0.2,0.4,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,55032.0,http://www.ascd.org/professional-development.aspx,ASCD Professional Development Tools,Association for Supervision and Curriculum Development,PreK-12,CM - Teacher Resources - Professional Learning
176,2.0,0.0,-1.6094379124341003,0.2,0.4,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,50692.0,https://www.schoolmessenger.com,SchoolMessenger,West Corporation,PreK-12,CM - Classroom Engagement & Instruction - Communication & Messaging
177,7.0,0.0,-1.6094379124341003,0.23918918918918894,0.4391891891891895,-58858165002496.625,0.0,9.554212212007455,9.682406981171667,73952.0,http://www.mheducation.com,McGraw-Hill Education,McGraw-Hill PreK-12,PreK-12; Higher Ed,LC - Courseware & Textbooks
178,19.0,0.4472135954999579,-0.916290731874155,0.2,0.4,-58858165002496.625,0.0,9.00401726795742,9.218814897329217,81236.0,https://www.box.com/,Box,Box,PreK-12; Higher Ed; Corporate,LC/CM/SDO - Other
179,16.0,0.0,-1.6094379124341003,0.0,0.34121621621621584,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,28525.0,https://www.renaissance.com,Renaissance Learning,Renaissance Learning,PreK-12,LC - Digital Learning Platforms
180,19.0,0.4472135954999579,-0.916290731874155,0.2,0.4,-58858165002496.625,0.0,9.00401726795742,9.218814897329217,71275.0,http://wistia.com/,Wistia,Wistia,PreK-12; Higher Ed; Corporate,LC - Content Creation & Curation
181,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,67431.0,http://www.autodesk.com,Autodesk," Autodesk, Inc",PreK-12; Higher Ed; Corporate,LC - Content Creation & Curation
182,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,43149.0,http://contentkeeper.com/,ContentKeeper,ContentKeeper Technologies,PreK-12; Higher Ed; Corporate,SDO - School Management Software - Mobile Device Management
183,19.0,0.0,-1.6094379124341003,0.4,0.49797297297297366,-58858165002496.625,0.0,9.00401726795742,9.218814897329217,,,,,,
184,2.0,0.0,-1.6094379124341003,0.2,0.4,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,57293.0,http://www.worldcampus.psu.edu,Penn State World Campus,The Pennsylvania State Universtity,PreK-12; Higher Ed,LC - Online Course Providers & Technical Skills Development
185,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,85682.0,http://www.qualtrics.com,Qualtrics,Qualtrics,Higher Ed; Corporate,"SDO - Data, Analytics & Reporting"
186,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,10533.0,http://www.scholastic.com,Scholastic,Scholastic Inc,PreK-12,"LC - Sites, Resources & References - Learning Materials & Supplies"
187,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,88885.0,http://lumenlearning.com/,Lumen Learning,Lumen Learning,PreK-12; Higher Ed; Corporate,LC - Online Course Providers & Technical Skills Development
188,7.0,0.4472135954999579,-0.916290731874155,0.23918918918918894,0.4391891891891895,-58858165002496.625,0.0,9.392661928770137,9.546812608597396,29286.0,http://socratic.org,Socratic,Vespr,PreK-12; Higher Ed,LC - Study Tools - Q&A
189,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,94058.0,https://www.coursehero.com/,Course Hero,Course Hero,PreK-12; Higher Ed,LC - Study Tools
190,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,78818.0,http://www.enotes.com/,eNotes,Enotes.com,PreK-12; Higher Ed,LC - Study Tools - Q&A
191,19.0,0.0,-1.6094379124341003,0.4,0.49797297297297366,-58858165002496.625,0.0,9.00401726795742,9.218814897329217,48625.0,http://www.culturegrams.com/,CultureGrams,ProQuest,PreK-12; Higher Ed,"LC - Sites, Resources & Reference - Digital Collection & Repository"
192,1.0,0.6324555320336759,-0.5108256237659907,0.2,0.4,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,22741.0,http://tes.com,TES, Tes Global Ltd ,PreK-12; Higher Ed,SDO - Human Resources
193,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,61945.0,https://zoom.us/,Zoom,"ZOOM VIDEO COMMUNICATIONS, INC.",PreK-12; Higher Ed; Corporate,CM - Virtual Classroom - Video Conferencing & Screen Sharing
194,21.0,0.4472135954999579,-0.916290731874155,0.4,0.49797297297297366,-58858165002496.625,0.0,9.546812608597396,9.680344001221918,91165.0,http://www.mobymax.com/,MobyMax,MobyMax,PreK-12,LC - Digital Learning Platforms
195,16.0,0.4472135954999579,-0.916290731874155,0.2,0.4,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,65797.0,https://chrome.google.com/webstore/detail/google-drawings/mkaakpdehdafacodkgkpghoibnmamcme?hl=en-US,Google Drawings,Google LLC,PreK-12; Higher Ed; Corporate,LC - Content Creation & Curation
196,6.0,0.0,-1.6094379124341003,0.4,0.49797297297297366,-58858165002496.625,0.0,9.00401726795742,9.218814897329217,76214.0,http://quizizz.com/,Quizizz,Quizizz,PreK-12; Higher Ed; Corporate,LC - Study Tools
197,10.0,0.0,-1.6094379124341003,0.2,0.4,-58858165002496.625,0.0,9.00401726795742,9.218814897329217,64850.0,https://calendly.com/,Calendly,Calendly,PreK-12; Higher Ed; Corporate,CM - Classroom Engagement & Instruction - Classroom Management
198,2.0,0.4472135954999579,-0.916290731874155,0.2,0.4,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,76122.0,https://canva.com/,Canva,Canva,PreK-12; Higher Ed; Corporate,LC - Content Creation & Curation
199,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,19334.0,http://www.enchantedlearning.com/,Enchanted Learning,Enchanted Learning,PreK-12,"LC - Sites, Resources & Reference"
200,2.0,0.0,-1.6094379124341003,0.0,0.34121621621621584,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,70740.0,https://screencast-o-matic.com/,Screencast-O-Matic,Screencast-O-Matic,PreK-12; Higher Ed; Corporate,LC - Content Creation & Curation
201,12.0,0.0,-1.6094379124341003,0.0,0.34121621621621584,-58858165002496.625,0.0,9.546812608597396,9.680344001221918,39004.0,http://www.tumblebooklibrary.com,TumbleBooks,TumbleBooks,PreK-12,"LC - Sites, Resources & Reference - Digital Collection & Repository"
202,11.0,0.0,-1.6094379124341003,0.2,0.4,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,72676.0,https://www.kamiapp.com/,Kami,Kami Limited,PreK-12,LC - Digital Learning Platforms
203,3.0,0.8944271909999159,0.0,0.23918918918918894,0.4391891891891895,-58858165002496.625,0.0,9.554212212007455,9.682406981171667,11585.0,https://www-k6.thinkcentral.com/ePC/start.do,Think Central,Houghton Mifflin Harcourt,PreK-12,LC - Digital Learning Platforms
204,2.0,0.0,-1.6094379124341003,0.0,0.34121621621621584,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,74653.0,https://www.studiesweekly.com,Studies Weekly,Studies Weekly,PreK-12,LC - Courseware & Textbooks
205,7.0,0.0,-1.6094379124341003,0.23918918918918894,0.4391891891891895,-58858165002496.625,0.0,9.554212212007455,9.682406981171667,28456.0,http://www.smartmusic.com,SmartMusic,"MakeMusic, Inc.",PreK-12; Higher Ed,LC - Study Tools
206,19.0,0.0,-1.6094379124341003,0.0,0.34121621621621584,-58858165002496.625,0.0,9.00401726795742,9.218814897329217,60051.0,https://www.bigideasmath.com,Big Ideas Math,Big Ideas Learning,PreK-12,LC - Courseware & Textbooks
207,7.0,0.0,-1.6094379124341003,0.23918918918918894,0.4391891891891895,-58858165002496.625,0.0,9.546812608597396,9.680344001221918,46123.0,https://www.collegeboard.org/,College Board,The College Board,PreK-12,SDO - Large-Scale & Standardized Testing
208,2.0,0.0,-1.6094379124341003,0.0,0.34121621621621584,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,24342.0,https://www.ebscohost.com/academic/ap-images-collection,AP Images Collection,"EBSCO Industries, Inc",PreK-12; Higher Ed,"LC - Sites, Resources & Reference - Digital Collection & Repository"
209,7.0,0.6324555320336759,-0.5108256237659907,0.23918918918918894,0.4391891891891895,-58858165002496.625,0.0,9.546812608597396,9.680344001221918,89267.0,http://www.wiley.com,Wiley,John Wiley and Sons Inco,PreK-12; Higher Ed; Corporate,LC - Courseware & Textbooks
210,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,,,,,,
211,2.0,0.0,-1.6094379124341003,0.0,0.34121621621621584,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,50168.0,http://www.hmhco.com,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,PreK-12; Higher Ed,LC - Courseware & Textbooks
212,7.0,0.0,-1.6094379124341003,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.554212212007455,9.682406981171667,89688.0,http://www.teachtci.com,Teach TCI,Teach TCI,PreK-12,LC - Courseware & Textbooks
213,19.0,0.0,-1.6094379124341003,0.2,0.4,-58858165002496.625,0.0,9.00401726795742,9.218814897329217,97209.0,https://spark.adobe.com,Adobe Spark,Adobe Inc.,PreK-12; Higher Ed; Corporate,LC - Content Creation & Curation
214,8.0,0.6324555320336759,-0.5108256237659907,0.6,0.49797297297297366,-58858165002496.625,0.0,9.210340371976184,9.392661928770137,79673.0,https://www.zendesk.com/,Zendesk,Zendesk,PreK-12; Higher Ed; Corporate,SDO - Human Resources
215,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,18982.0,https://www.gotomeeting.com/,GoToMeeting,LogMeIn,PreK-12; Higher Ed; Corporate,CM - Virtual Classroom - Video Conferencing & Screen Sharing
216,23.0,0.3738619093632396,-1.0794783340815637,0.23918918918918894,0.4391891891891895,-33572868438855.062,0.005100200071153044,9.347889107988692,9.50855994973075,70167.0,https://www.microsoft.com/en-us/download/details.aspx?id=23714,Microsoft XNA Game Studio,Microsoft,PreK-12; Higher Ed; Corporate,LC - Content Creation & Curation
217,11.0,0.0,-1.6094379124341003,0.2,0.4,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,49521.0,http://www.hp.com/,HP,Hewlett-Packard,PreK-12; Higher Ed; Corporate,LC/CM/SDO - Other
218,13.0,0.8944271909999159,0.0,0.8,0.49797297297297366,-58858165002496.625,0.0,9.347889107988692,9.50855994973075,21298.0,https://www.explorelearning.com/index.cfm?method=cCorp.dspAbout,ExploreLearning Gizmos,"ExploreLearning, LLC",PreK-12,LC - Digital Learning Platforms
